Unnamed: 0,project_id,project_name,revision,industry_segment,system_category,quote_date,start_date,dataset_role,include_in_training,stations_count,robot_count,fixture_sets,part_types,servo_axes,pneumatic_devices,safety_doors,weldment_perimeter_ft,fence_length_ft,conveyor_length_ft,product_familiarity_score,product_rigidity,is_product_deformable,is_bulk_product,bulk_rigidity_score,has_tricky_packaging,process_uncertainty_score,changeover_time_min,safety_devices_count,custom_pct,duplicate,has_controls,has_robotics,automation_level,Retrofit,complexity_score_1_5,drawing_count_est,manual_count,validation_reports_count,commissioning_hours,training_hours,support_weeks,plc_family,hmi_family,hmi_size_in,vision_systems_count,vision_type,safety_plc_flag,panel_count,drive_count,i_o_points_est,stations_robot_index,mech_complexity_index,controls_complexity_index,physical_scale_index,log_quoted_materials_cost,total_me_quoted_hours,total_me_original_estimate_hours,total_me_actual_hours,quoted_me10_hours,me10_original_estimate_hours,me10_actual_hours,me10_overrun_pct,quoted_me15_hours,me15_original_estimate_hours,me15_actual_hours,me15_overrun_pct,quoted_ee20_hours,ee20_original_estimate_hours,ee20_actual_hours,ee20_overrun_pct,quoted_pm200_hours,pm200_original_estimate_hours,pm200_actual_hours,pm200_overrun_pct,quoted_doc190_hours,doc190_original_estimate_hours,doc190_actual_hours,doc190_overrun_pct,quoted_bld100_hours,bld100_original_estimate_hours,bld100_actual_hours,bld100_overrun_pct,quoted_shp150_hours,shp150_original_estimate_hours,shp150_actual_hours,shp150_overrun_pct,quoted_rb30_hours,rb30_original_estimate_hours,rb30_actual_hours,rb30_overrun_pct,quoted_cp50_hours,cp50_original_estimate_hours,cp50_actual_hours,cp50_overrun_pct,quoted_me230_hours,me230_original_estimate_hours,me230_actual_hours,me230_overrun_pct,quoted_inst160_hours,inst160_original_estimate_hours,inst160_actual_hours,inst160_overrun_pct,quoted_trv180_hours,trv180_original_estimate_hours,trv180_actual_hours,trv180_overrun_pct,quoted_materials_cost
416,516-23-01,Allison Palletizer,D,Automotive,Engineered Manufacturing Systems,2023-09-28T00:00:00.000,2023-11-07T00:00:00.000,actuals,yes,16,2,6,2,0,17,4,16.136264,0.0,0.0,0.611,0.839,0,0,0.0,1,0.315,20,1,0.929462,1,1,1,Robotic,0,5,438,18,2,345,20,1.0,,,,0,,1,2,8,424,22,30,3.2541,16.1363,14.059449,1159.69,1089.29,2082.6,509.7,529.12,1258.66,1.37878,150.68,149.18,292.27,0.959177,437.18,518.06,1205.24,1.326449,533.36,632.67,733.09,0.158724,148.64,148.13,410.05,1.768177,1654.28,1356.68,1991.76,0.468113,65.89,82.59,179.82,1.177261,1186.91,1290.56,2485.86,0.926187,280.24,273.48,653.51,1.389608,245.85,238.02,314.88,0.322914,577.37,665,1115.1,0.677978,121.33,139.25,279.57,1.007684,1276270
417,433-24-03,Eaton Machine Tending,E,Automotive,End of Line Automation,2024-10-02T00:00:00.000,2025-02-01T00:00:00.000,actuals,yes,2,0,0,11,0,3,2,0.0,142.287011,21.544408,0.412,0.808,0,1,0.491,0,0.573,0,2,0.872608,1,1,0,Hard Automation,0,3,129,9,2,123,20,3.0,AB Compact Logix,Omron NA5,15.0,2,Cognex 2D,1,1,3,112,2,15,3.1599,46.995,12.91344,387.89,354.72,546.42,163.87,171.28,217.2,0.268099,55.35,50.14,69.5,0.386119,161.84,201.55,284.62,0.412156,121.6,105.29,66.58,-0.367651,45.04,38.09,60.19,0.580205,434.72,374.05,95.85,-0.743751,42.05,36.83,81.17,1.20391,426.87,453.34,669.15,0.476044,165.43,211.45,255.18,0.20681,134.73,138.99,244.57,0.759623,184.22,181,385.6,1.12651,49.09,41.27,54.61,0.323237,405730
418,507-23-02,Eaton Capping Machine,E,Food & Beverage,Engineered Manufacturing Systems,2023-01-21T00:00:00.000,2023-04-10T00:00:00.000,actuals,yes,8,2,5,8,1,8,1,10.847703,0.0,0.0,0.515,0.868,0,0,0.0,0,0.228,0,3,0.757385,1,1,1,Robotic,1,4,238,8,2,295,40,0.0,AB Compact Logix,AB YW0,15.0,0,,1,1,2,308,14,24,2.5768,10.8477,13.75178,1089.9,1197.98,2534.83,453.01,544.11,957.49,0.759736,113.52,109.74,107.27,-0.022508,239.98,229.23,387.56,0.690704,460.96,533.6,870.75,0.63184,111.15,137.27,112.91,-0.17746,1072.16,1150.59,1370.61,0.191224,135.51,158.41,222.16,0.402437,0.0,0.0,0.0,,631.94,702.34,1158.8,0.649913,389.35,500.22,314.69,-0.370897,514.12,597,1460.69,1.446348,114.05,105.64,203.17,0.92323,938260
419,471-22-03,Illinois Tool Works Line B Deburr,G,Precision Machining,Machine Tending,2022-09-21T00:00:00.000,2022-11-13T00:00:00.000,actuals,yes,5,2,4,2,1,11,2,0.0,0.0,53.868486,0.431,0.505,0,0,0.0,0,0.755,20,5,0.944712,0,1,1,Robotic,0,5,204,8,2,355,40,0.0,,,,0,,0,1,4,265,11,15,4.3617,10.7737,13.980954,965.23,957.29,3315.88,410.28,474.46,1416.7,1.985921,113.81,116.13,139.65,0.202532,397.48,380.53,631.99,0.660815,464.96,459.93,1388.63,2.01922,112.98,97.69,204.83,1.096735,1212.31,1112.76,3286.41,1.953386,65.16,79.69,173.2,1.173422,0.0,0.0,0.0,,271.59,331.89,598.93,0.804604,149.25,123.69,205.97,0.665211,355.58,301,637.84,1.116749,70.6,67.62,140.08,1.071576,1179920
420,450-22-01,Boston Scientific Trolley Loading,F,Chemicals / Industrial Packaging,Engineered Manufacturing Systems,2022-10-02T00:00:00.000,2023-03-10T00:00:00.000,actuals,yes,7,2,1,1,3,6,3,43.701394,0.0,0.0,0.706,0.647,0,1,0.631,0,0.642,15,3,0.219223,1,1,1,Robotic,1,5,255,15,3,391,0,1.0,Keyence,Siemens Comfort,12.0,0,,1,1,5,232,13,14,3.2504,43.7014,13.075104,816.18,703.13,804.38,505.11,432.22,880.97,1.038244,119.36,102.78,145.33,0.413991,259.66,314.71,391.69,0.244606,414.69,490.01,1013.17,1.067652,70.99,73.21,62.71,-0.143423,1143.18,1399.12,1861.84,0.330722,77.81,74.0,121.37,0.640135,691.35,665.76,1508.26,1.265471,353.78,318.51,549.52,0.725283,144.9,145.13,299.25,1.061944,359.05,316,600.42,0.898321,54.99,63.88,77.16,0.20789,476920
421,519-23-03,GM Baffle Roller,A,General Industry,Engineered Manufacturing Systems,2023-09-03T00:00:00.000,2024-02-15T00:00:00.000,actuals,yes,7,2,2,4,0,10,3,60.879281,0.0,26.803396,0.289,0.907,0,0,0.0,0,0.718,0,3,0.202513,1,0,1,Robotic,0,5,251,9,2,204,60,0.5,Keyence,AB OPTIXPANEL,15.0,0,,1,6,0,275,13,18,4.5721,66.24,12.064209,1092.27,1062.1,1020.55,706.81,707.53,1343.77,0.899241,111.62,138.45,232.85,0.681835,433.78,460.17,1437.01,2.122781,455.03,401.3,410.95,0.024047,98.43,115.36,189.71,0.644504,1399.93,1485.14,2261.23,0.52257,113.21,127.05,148.15,0.166076,937.76,1176.07,1473.17,0.252621,0.0,0.0,0.0,,253.07,303.96,498.39,0.639657,420.74,429,576.42,0.342322,83.57,80.76,137.59,0.70369,173550
422,462-24-03,3M Baffle Roller,B,Food & Beverage,Machine Tending,2024-02-12T00:00:00.000,2024-04-06T00:00:00.000,actuals,yes,3,3,0,5,1,20,3,0.0,0.0,28.316711,0.694,0.631,0,0,0.0,0,0.487,0,1,0.398589,0,1,1,Robotic,0,5,257,8,2,254,8,3.5,AB GuardLogix,Keyence,12.0,0,,1,5,5,274,12,14,4.9499,5.6633,14.026567,805.13,925.21,1532.46,406.08,372.94,532.69,0.428353,91.25,104.77,154.75,0.477045,336.73,365.01,1139.96,2.123093,433.1,476.26,794.46,0.668122,117.12,108.09,134.84,0.247479,1070.22,1347.85,1093.03,-0.189057,89.75,86.54,158.43,0.830714,464.35,400.37,255.05,-0.362964,255.72,218.68,533.06,1.437626,238.23,246.97,531.17,1.150747,394.67,317,646.53,1.038177,95.73,89.66,175.0,0.951818,1234980
423,518-22-03,Purina Palletizer,D,Aerospace / Precision Machining,Machine Tending,2022-02-17T00:00:00.000,2022-08-05T00:00:00.000,actuals,yes,4,0,1,2,0,7,0,0.0,0.0,55.234917,0.619,0.634,1,0,0.0,1,0.562,0,4,0.423229,0,1,1,Robotic,0,3,103,18,2,288,60,2.0,AB Compact Logix,AB OPTIXPANEL,12.0,0,,1,6,3,248,4,7,4.4463,11.047,12.564023,548.65,623.73,1452.96,344.8,336.22,325.95,-0.030545,86.93,90.31,109.36,0.21094,177.48,215.15,553.34,1.57188,195.46,160.0,451.66,1.822875,55.18,58.57,147.13,1.512037,426.65,435.88,1000.19,1.294645,67.76,77.08,123.72,0.605086,522.8,587.5,734.59,0.250366,0.0,0.0,0.0,,137.03,131.87,165.62,0.255934,277.54,274,457.13,0.666411,57.65,70.54,168.65,1.390842,286080
424,496-22-02,Abbott Robotic Weld Cell,E,Precision Machining,Machine Tending,2022-12-13T00:00:00.000,2023-02-03T00:00:00.000,actuals,yes,3,0,12,8,0,14,0,36.985108,0.0,0.0,0.385,0.847,1,0,0.0,1,0.871,120,3,0.321485,0,1,0,Semi-Automatic,0,3,132,18,2,205,20,0.0,AB Compact Logix,Keyence,12.0,0,,0,1,2,103,3,23,2.5714,36.9851,13.79268,335.12,323.66,389.58,229.99,286.74,487.92,0.701611,43.11,35.84,86.38,1.410156,100.86,96.14,220.53,1.293842,99.26,101.42,241.77,1.383849,32.51,38.99,77.91,0.998205,172.46,177.98,333.62,0.87448,36.79,47.7,135.36,1.837736,205.18,231.25,261.56,0.13107,174.12,220.12,243.78,0.107487,75.33,88.17,121.35,0.376318,196.84,227,372.65,0.641919,46.42,45.17,121.07,1.680319,977430
425,504-22-01,Midwest Milk End-of-Line Packaging,E,Food & Beverage,Machine Tending,2022-11-05T00:00:00.000,2023-03-31T00:00:00.000,actuals,yes,6,0,4,6,0,19,0,33.458771,10.238412,78.487441,0.457,0.942,0,0,0.0,0,0.458,120,2,0.85147,0,1,0,Semi-Automatic,0,3,160,15,2,417,0,0.5,AB Compact Logix,AB PanelView Plus,12.0,0,,1,6,1,178,6,16,3.9374,52.2278,13.06373,596.08,550.5,845.91,352.92,295.75,862.23,1.915402,71.79,81.06,118.54,0.462374,243.45,240.92,294.98,0.22439,307.3,294.98,553.15,0.875212,82.62,69.95,100.62,0.438456,544.82,676.55,1248.01,0.844668,76.44,83.27,50.87,-0.389096,470.64,491.3,966.65,0.967535,152.05,132.49,240.05,0.811835,155.47,127.13,211.69,0.665146,165.38,149,330.53,1.213865,58.35,59.14,67.58,0.142712,471530
426,500-23-03,Medtronic End-of-Line Packaging,C,Pharmaceutical / Medical Device,Machine Tending,2023-11-12T00:00:00.000,2023-11-20T00:00:00.000,actuals,yes,7,3,3,5,1,15,0,0.0,0.0,82.442078,0.865,0.957,0,1,0.506,1,0.725,120,2,0.090413,0,1,1,Robotic,0,5,302,9,3,219,8,1.0,,,,0,,1,5,6,266,16,18,4.2218,16.4884,12.471123,710.84,704.05,2145.9,378.63,357.28,725.75,1.03132,86.55,95.21,215.67,1.265203,150.69,132.0,206.3,0.562879,358.28,464.49,456.22,-0.017804,97.13,113.13,230.98,1.041722,397.09,401.94,1112.61,1.7681,88.96,105.99,194.42,0.834324,380.46,384.97,587.35,0.525703,419.24,404.68,809.91,1.001359,238.07,250.15,456.69,0.825665,325.47,314,690.69,1.200421,80.51,92.78,91.03,-0.018862,260700
427,430-25-02,Medtronic Kitting Cell,C,Heavy Equipment / Powertrain,End of Line Automation,2025-11-12T00:00:00.000,2026-01-25T00:00:00.000,actuals,yes,4,3,0,9,3,6,5,17.490873,37.334578,0.0,0.346,0.935,0,0,0.0,0,0.67,120,2,0.900091,1,1,1,Robotic,0,4,223,8,2,243,8,0.5,Siemens S7-1500,Keyence,10.0,0,,1,5,2,184,13,21,4.1815,28.6912,12.317919,1123.81,1189.26,2118.78,521.77,464.1,829.53,0.787395,136.14,169.76,306.49,0.805431,313.42,382.1,730.31,0.911306,603.05,644.05,1689.68,1.623523,106.78,96.95,236.42,1.438577,1232.95,1112.29,1901.21,0.709275,167.11,195.73,446.84,1.282941,975.99,1173.23,2049.01,0.746469,276.35,225.68,396.55,0.757134,355.69,287.53,406.36,0.413279,448.03,568,523.29,-0.078796,93.22,116.21,249.38,1.145943,223670
428,465-22-03,Siemens Plant Baffle Roller,D,Pharmaceutical / Medical Device,Machine Tending,2022-05-17T00:00:00.000,2022-07-30T00:00:00.000,actuals,yes,7,2,2,1,0,4,2,0.0,77.382635,94.432062,0.355,0.813,0,0,0.0,0,0.915,240,2,0.252376,1,1,1,Robotic,0,5,260,15,2,291,20,1.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,2,4,268,13,14,3.7599,42.1012,13.819615,693.63,672.38,1029.76,363.98,306.22,292.16,-0.045915,84.81,101.88,172.06,0.68885,180.12,196.56,425.77,1.166107,291.08,320.01,530.55,0.657917,76.21,73.14,111.56,0.525294,711.47,576.66,1303.51,1.260448,52.56,44.37,113.95,1.568177,579.74,467.31,1005.74,1.15219,0.0,0.0,0.0,,110.72,119.46,93.89,-0.214047,209.08,176,433.99,1.459006,83.14,98.18,205.51,1.093196,1004110
429,440-25-03,Masco Deburring Cell,A,Food & Beverage,Machine Tending,2025-03-28T00:00:00.000,2025-09-12T00:00:00.000,actuals,yes,6,1,3,2,1,11,0,0.0,3.94544,67.711621,0.53,0.962,0,0,0.0,0,0.7,0,4,0.624118,0,1,1,Robotic,0,4,283,8,3,222,0,1.0,Keyence,AB PanelView Plus,12.0,0,,1,1,1,182,9,12,2.9329,14.726,14.105631,795.19,762.91,1332.55,544.97,504.94,1211.56,1.399414,94.82,114.69,213.52,0.861714,207.07,188.2,213.55,0.134697,265.55,233.21,365.89,0.568929,71.53,88.5,228.32,1.579887,826.39,979.28,2002.23,1.044594,114.34,120.9,187.72,0.552688,626.72,506.18,1137.72,1.247659,0.0,0.0,0.0,,193.02,184.82,306.16,0.656531,478.72,563,1066.87,0.893729,69.92,86.07,166.4,0.93331,1336590
430,493-25-02,BorgWarner Deburring Cell,C,Automotive,End of Line Automation,2025-12-14T00:00:00.000,2025-12-29T00:00:00.000,actuals,yes,6,3,2,2,0,18,2,0.0,15.302576,0.0,0.34,0.947,1,0,0.0,0,0.753,120,2,0.872766,0,1,1,Robotic,0,5,301,9,2,195,60,1.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,6,4,223,15,15,4.7028,4.5908,14.855163,1035.39,941.68,2796.3,625.94,563.29,1327.32,1.356371,147.0,154.71,196.97,0.273156,259.81,227.03,362.09,0.594899,331.29,394.81,1469.26,2.721436,137.7,159.61,378.17,1.369338,1254.48,1249.74,3541.89,1.834101,91.25,118.11,256.36,1.170519,615.57,606.69,1310.88,1.160708,349.44,292.01,502.41,0.720523,266.25,238.5,854.34,2.582138,641.22,704,1625.07,1.309815,123.57,141.05,357.84,1.536973,2828230
431,506-25-01,Weldon Robotic Weld Cell,H,Automotive,Engineered Manufacturing Systems,2025-10-16T00:00:00.000,2026-03-08T00:00:00.000,actuals,yes,3,4,1,7,0,5,2,0.0,78.458136,0.0,0.439,0.984,0,1,0.52,0,0.418,0,2,0.963955,0,0,1,Robotic,0,5,261,18,2,355,60,1.0,AB GuardLogix,AB PanelView Plus,15.0,0,,1,2,0,211,15,17,2.9804,23.5374,14.564348,1030.35,1003.52,1616.31,633.47,631.88,1852.32,1.931443,119.58,120.65,160.4,0.329465,349.72,300.08,994.86,2.315316,369.66,346.99,628.55,0.811435,142.6,152.56,316.96,1.077609,597.69,688.42,770.53,0.119273,121.83,129.81,349.74,1.694245,667.72,786.05,2143.66,1.727129,451.53,549.34,928.16,0.689591,153.84,165.47,219.09,0.324047,312.98,326,615.11,0.884182,123.48,103.27,211.16,1.044737,2114540
432,436-22-02,Stellantis Robotic Weld Cell,C,Food & Beverage,Machine Tending,2022-06-22T00:00:00.000,2022-10-07T00:00:00.000,actuals,yes,1,3,5,4,1,1,1,54.856286,66.39326,0.0,0.437,0.528,1,0,0.0,0,0.827,0,3,0.787614,0,1,1,Robotic,0,4,89,18,2,170,0,0.5,AB Compact Logix,AB YW0,10.0,0,,1,2,2,157,10,14,3.5507,74.7743,13.771526,554.93,540.04,1002.53,344.69,425.13,1191.61,1.802931,82.8,67.77,111.47,0.644828,138.41,133.47,236.03,0.768412,296.39,373.62,730.42,0.954981,64.18,80.23,127.85,0.593544,422.0,376.48,1039.97,1.762351,56.59,49.96,90.3,0.807446,642.36,581.62,1180.29,1.029315,0.0,0.0,0.0,,98.33,84.94,139.27,0.639628,151.26,177,398.75,1.247999,58.39,68.7,165.19,1.404512,956970
433,436-25-02,Cummins Depalletizing System,E,General Industry,End of Line Automation,2025-11-16T00:00:00.000,2026-03-16T00:00:00.000,actuals,yes,3,3,3,5,1,7,1,0.0,0.0,0.0,0.571,0.794,0,0,0.0,0,0.701,0,0,0.525346,0,1,1,Robotic,0,4,215,8,2,197,0,1.0,AB GuardLogix,AB PanelView Plus,15.0,1,Keyence CV-X,1,5,1,220,12,15,4.4252,0.0,12.604704,819.5,790.21,1177.97,496.32,569.04,1228.71,1.159268,128.29,107.67,264.52,1.456766,330.13,334.25,789.84,1.363022,345.6,380.33,481.41,0.265769,76.79,80.2,138.78,0.730424,1044.9,1311.03,2313.95,0.764986,92.64,76.31,179.28,1.349364,532.29,473.15,362.92,-0.232971,222.67,180.15,409.22,1.271551,155.38,168.22,450.38,1.677327,235.35,285,509.88,0.788362,98.55,96.1,205.5,1.138398,297960
434,518-22-01,Raytheon Machine Tending,A,Plastics / Injection Molding,Engineered Manufacturing Systems,2022-03-04T00:00:00.000,2022-07-06T00:00:00.000,actuals,yes,7,4,3,11,2,9,0,13.411637,0.0,30.907819,0.439,0.94,0,0,0.0,0,0.472,0,1,0.182758,0,1,1,Robotic,0,5,329,18,3,347,0,1.0,AB Compact Logix,AB PanelView Plus,10.0,1,Cognex 2D,1,1,5,278,19,25,4.2483,19.5932,13.849593,770.97,720.05,1291.16,397.32,456.96,981.71,1.14835,117.39,112.49,185.22,0.646546,246.37,298.78,408.7,0.367896,368.38,352.23,426.74,0.211538,94.84,109.94,221.67,1.016282,1081.61,1274.52,1757.71,0.379115,48.41,52.95,95.92,0.81152,439.4,558.57,1325.89,1.373722,429.02,393.09,650.31,0.654354,263.47,214.8,545.96,1.541713,360.2,332,449.9,0.354549,48.61,39.1,95.23,1.43555,1034670
435,480-22-01,Parker Hannifin Depalletizing System,A,Aerospace / Precision Machining,Engineered Manufacturing Systems,2022-10-17T00:00:00.000,2023-03-23T00:00:00.000,actuals,yes,5,2,5,3,1,7,0,0.0,48.884503,28.422468,0.368,0.856,1,0,0.0,0,0.572,20,4,0.882455,0,1,1,Robotic,0,4,275,8,3,114,60,1.0,AB Compact Logix,AB OPTIXPANEL,10.0,0,,1,1,1,258,11,15,2.898,20.3498,12.941937,857.67,827.68,2056.28,463.74,386.08,886.07,1.295042,124.28,123.58,70.71,-0.42782,328.48,265.16,485.05,0.829273,405.24,494.08,1038.48,1.101846,101.35,95.43,204.75,1.145552,906.69,1103.95,3126.74,1.83232,97.7,118.64,202.2,0.704316,632.24,814.0,1640.01,1.014754,370.74,351.83,612.06,0.739647,314.84,280.18,574.2,1.049397,319.27,374,664.29,0.776461,89.97,72.8,131.17,0.801786,417460
436,489-25-02,Midwest Milk Laser Marking,D,Automotive,Machine Tending,2025-05-02T00:00:00.000,2025-10-03T00:00:00.000,actuals,yes,2,2,1,12,2,29,5,0.0,29.786024,0.0,0.518,0.666,0,0,0.0,1,0.853,15,0,0.562492,1,1,1,Robotic,0,5,177,8,2,228,72,1.0,AB GuardLogix,AB YW0,12.0,0,,1,5,3,134,8,22,4.1202,8.9358,13.431072,703.7,777.25,1666.11,372.12,368.1,1235.2,2.35561,78.08,92.43,216.5,1.342313,195.87,171.58,261.36,0.523254,339.48,393.8,613.83,0.558735,64.35,76.56,174.58,1.280303,991.35,1225.05,2903.55,1.370148,84.67,84.77,79.16,-0.066179,288.84,318.27,828.49,1.603104,0.0,0.0,0.0,,182.03,232.59,431.87,0.856787,344.49,388,854.36,1.201051,79.42,97.59,184.03,0.885746,680830
437,490-23-03,Midwest Milk Depalletizing System,D,Heavy Equipment / Powertrain,Machine Tending,2023-09-10T00:00:00.000,2023-11-29T00:00:00.000,actuals,yes,5,1,13,20,0,8,0,0.0,0.0,2.200518,0.536,0.93,0,1,0.65,0,0.438,20,1,0.356945,1,1,1,Robotic,0,3,200,8,2,209,8,0.0,Siemens S7-1500,Keyence,12.0,2,Keyence Laser,1,1,4,246,8,39,3.1272,0.4401,12.454723,445.48,384.81,304.48,298.67,241.07,260.02,0.078608,56.6,72.44,125.1,0.726946,183.28,194.91,121.47,-0.376789,214.99,183.68,206.05,0.121788,45.5,38.05,44.97,0.181866,504.18,536.62,764.97,0.425534,33.89,28.99,22.53,-0.222835,400.1,366.92,273.75,-0.253925,180.77,196.52,305.59,0.555007,119.0,122.55,205.12,0.673766,196.07,158,215.5,0.360308,28.12,28.51,3.39,-0.881094,256460
438,475-23-02,Abbott Full Line Automation,A,Automotive,Metal Finishing,2023-04-14T00:00:00.000,2023-09-26T00:00:00.000,actuals,yes,3,0,3,11,0,8,3,75.939586,76.970432,78.06846,0.582,0.962,0,0,0.0,0,0.89,0,4,0.240424,0,1,0,Hard Automation,0,4,109,8,2,240,60,1.5,,,,0,,1,1,6,94,3,20,2.8768,114.6444,12.258589,501.59,459.63,672.48,246.29,214.54,350.59,0.634147,79.56,71.75,176.44,1.459094,123.65,151.07,377.26,1.497253,191.96,185.56,236.68,0.27549,65.58,70.54,190.05,1.694216,547.48,679.48,1683.32,1.477365,40.61,47.53,88.94,0.871239,582.64,674.21,1237.72,0.835808,289.02,312.41,249.21,-0.202298,146.37,186.56,272.16,0.458834,302.12,327,1244.21,2.809234,39.36,44.83,77.96,0.739014,210780
439,489-24-01,Abbott End-of-Line Packaging,C,Pharmaceutical / Medical Device,Metal Finishing,2024-11-27T00:00:00.000,2025-03-13T00:00:00.000,actuals,yes,1,2,2,1,0,5,3,0.0,59.6469,35.216792,0.877,0.549,1,0,0.0,0,0.627,20,4,0.579867,1,1,1,Robotic,0,3,138,9,2,172,0,0.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,6,4,214,7,9,3.2839,24.9374,13.459571,547.56,496.63,652.62,371.1,461.74,761.94,0.650149,88.81,93.26,192.73,1.066588,134.12,130.0,246.98,0.899846,257.81,209.65,258.02,0.230718,54.66,46.8,72.83,0.556197,448.3,539.59,894.49,0.657722,51.26,62.41,90.91,0.456658,378.31,464.85,704.15,0.51479,292.57,316.36,640.2,1.023644,152.87,166.67,346.37,1.078178,322.27,402,906.61,1.253119,51.43,48.22,123.97,1.570925,700510
440,436-24-03,Cummins CNC Tending,C,Pharmaceutical / Medical Device,Engineered Manufacturing Systems,2024-09-19T00:00:00.000,2025-02-04T00:00:00.000,actuals,yes,9,1,1,1,1,7,1,0.0,19.879968,0.0,0.712,0.991,0,0,0.0,0,0.515,0,1,0.558458,0,1,1,Robotic,0,4,268,18,2,301,60,1.0,AB GuardLogix,AB OPTIXPANEL,10.0,0,,0,5,0,236,12,13,4.4871,5.964,12.8339,863.61,989.31,1882.79,435.08,403.85,591.99,0.465866,111.64,92.07,88.67,-0.036928,296.14,312.39,785.57,1.514709,308.25,271.61,513.55,0.890762,115.04,149.33,263.25,0.762874,496.6,601.76,1218.58,1.025027,71.17,90.53,143.18,0.581575,359.23,393.34,268.86,-0.316469,0.0,0.0,0.0,,256.5,279.88,560.08,1.001143,519.97,445,559.29,0.257934,77.0,95.13,192.94,1.028172,374710
441,477-25-03,GM Robotic Weld Cell,A,Pharmaceutical / Medical Device,Machine Tending,2025-08-04T00:00:00.000,2025-10-17T00:00:00.000,actuals,yes,2,0,2,4,1,1,3,78.893031,0.0,76.843162,0.878,0.67,1,1,0.721,0,0.668,30,3,0.135339,0,0,0,Semi-Automatic,0,2,21,8,2,131,20,1.0,AB Compact Logix,AB OPTIXPANEL,12.0,0,,1,1,5,129,2,11,1.97,94.2617,12.457296,412.9,474.66,849.62,184.84,160.61,332.0,1.067119,65.34,57.92,111.78,0.929903,124.89,140.47,253.67,0.805866,175.31,207.2,208.14,0.004537,36.82,36.46,32.69,-0.103401,276.23,265.32,353.21,0.33126,48.33,47.43,56.06,0.181952,248.05,255.04,558.69,1.190598,0.0,0.0,0.0,,119.11,108.17,195.41,0.806508,180.75,145,149.3,0.030224,26.1,24.11,45.21,0.875156,257120
442,420-22-02,Weldon Full Line Automation,D,Precision Machining,Engineered Manufacturing Systems,2022-05-26T00:00:00.000,2022-06-16T00:00:00.000,actuals,yes,11,2,1,4,0,7,2,0.0,0.0,0.0,0.693,0.798,0,0,0.0,0,0.9,30,3,0.271222,1,1,1,Robotic,1,5,342,18,2,448,40,1.5,Siemens S7-1500,Keyence,10.0,2,Keyence Laser,1,1,4,292,17,20,3.9088,0.0,13.156986,1067.24,1146.99,3206.16,650.82,838.19,1143.94,0.364774,132.73,156.79,299.07,0.907456,292.5,270.95,620.71,1.290865,469.45,400.1,785.78,0.963959,145.13,124.7,241.06,0.933119,845.11,965.21,1488.41,0.542058,98.44,103.8,148.58,0.431407,1127.65,1052.22,2240.71,1.129507,305.68,271.83,227.05,-0.164735,367.42,345.99,119.4,-0.654903,513.26,647,611.16,-0.054737,94.45,113.76,109.58,-0.036744,517610
443,485-23-02,Polaris Machine Tending,A,Automotive,End of Line Automation,2023-03-20T00:00:00.000,2023-05-15T00:00:00.000,actuals,yes,7,1,0,6,2,3,2,0.0,71.501649,15.910055,0.572,0.874,0,0,0.0,1,0.466,0,1,0.608067,1,1,1,Robotic,0,4,222,9,3,361,0,0.5,AB Compact Logix,AB PanelView Plus,12.0,0,,0,5,4,196,10,16,4.2634,24.6325,13.423361,898.81,832.34,779.6,435.31,415.9,467.66,0.124453,96.08,79.0,127.42,0.612911,376.03,329.93,553.54,0.67775,244.93,201.36,433.49,1.152811,80.58,83.08,136.52,0.643235,775.98,638.62,1286.92,1.015158,78.64,66.09,136.56,1.066273,307.41,333.94,350.2,0.048691,491.92,496.71,385.37,-0.224155,315.9,390.98,744.02,0.902962,507.69,457,558.79,0.221613,95.98,106.64,230.08,1.157539,675600
444,505-23-02,Midwest Milk Trolley Loading,A,Aerospace / Precision Machining,Machine Tending,2023-10-15T00:00:00.000,2024-03-01T00:00:00.000,actuals,yes,4,2,3,5,0,20,1,1.042803,69.678453,134.635154,0.754,0.671,1,1,0.524,0,0.699,0,0,0.733042,1,1,1,Robotic,0,5,184,9,2,221,40,3.0,,,,0,,1,1,1,303,10,15,2.6719,48.8734,13.515765,752.11,749.67,1307.42,362.46,317.2,615.31,0.939817,118.76,138.67,175.97,0.268984,273.6,257.44,509.32,0.978403,288.37,343.4,680.28,0.981013,64.45,78.35,86.1,0.098915,949.39,1172.84,2326.38,0.983544,52.42,46.1,148.99,2.231887,346.11,394.67,874.12,1.214812,179.36,213.64,372.1,0.741715,170.76,216.93,429.8,0.981284,329.16,296,619.5,1.094179,81.85,81.42,212.24,1.606731,741010
